row_id,주제,내용,상세내용,주장/검증매체
217,경제,"[자막뉴스] '세계 최초' 반도체 장비 핵심 기술, 중국에 '기술 유출'…4명 구속 / KBS 2022.05.17","['장비', '입니다', '기술', '협력', '검찰', '세메스', '만들어', '그대로', '받아']",KBS News
218,경제,삼성전자·SK하이닉스 반도체 핵심기술 유출...중국 경쟁업체 넘어가 / YTN,"['기술', '업체', '반도체', '유출', '장비', '중국', '검찰', '정보', '핵심', '공정']",YTN
219,경제,[자막뉴스] 中에 고스란히 넘어간 '핵심기술'...국가적 손실 위기 / YTN,"['기술', '유출', '입니다', '사건', '피해', '규모', '때문', '처벌', '선고', '지난', '가운데']",YTN
220,경제,포스코 첨단기술 유출 적발...4대는 이란에 이미 팔려 / YTN,"['기술', '포스코', '회사', '했습니다', '장비', '해외', '에어', '업체']",YTN
221,경제,"“가족에게 미안하다….”, 대구 헬스장 관장의 슬픈 사연?","['체육', '시설', '실내', '청원', '영업', '했습니다', '운영', '라며', '거리', '제한', '코로나']",뉴스킹
222,경제,대구장애인종합복지관 김대영 관장이 이용자 여러분께 드리는 말씀,"['우리', '여러분', '모두', '지금', '복지관', '저희']",대구장애인종합복지관
223,경제,리플 미등록 증권 판매 확실한 증거 있다!? SEC 사실일까? 당장 내용 확인하세요#리플코인전망 #리플코인호재 #리플전망 #리플코인 #리플 #리플코인시세 #리플코인소송 #리플스왑,"['사이트', '나오면', '성향', '여러분', '도움', '정도', '그냥', '때문', '드리고', '챙겨']",하이런 스탁
224,경제,미등록 증권 판매 증거 발견!? 리플 SEC 사실일까? 내용 빠르게 확인!#리플코인전망 #리플코인호재 #리플전망 #리플코인 #리플 #리플코인시세 #리플코인소송 #리플스왑,"['사이트', '나오면', '성향', '여러분', '도움', '정도', '그냥', '때문', '드리고', '챙겨']",코인FM
225,경제,"한국이 사들인 대규모 해외 농장과 광산 ""거의 나라 하나 규모"" 충격 - 이걸 왜사나 했더니.. 한국 먹여 살리는 이유🌾⛏️💎","['한국', '전략', '희토류', '자원', '협력', '개발', '국제', '국토', '국가', '북한', '통해', '합니다']",국토전략TV
226,경제,'대실패' 평가받던 이명박 자원외교가 다시 소환된 이유 | #정글,"['정부', '자원', '볼리비아', '포스코', '대박', '외교', '사업', '기업']",중앙일보
227,경제,"2020 해외광물자원개발 협의회 정기총회 발표영상 - ""배터리 양극재용 Ni산업 및 기술동향 (광산에서 황산니켈)""","['여러분', '협의', '해외', '오늘', '회원', '개발', '저희', '물자원', '발표']",해외광물자원개발협의회 [ORE:ON]
228,경제,원자잿값 급등…직접 해외자원 개발 나선 기업들 / 연합뉴스TV (YonhapnewsTV),"['자원', '기업', '개발', '입니다', '해외', '핵심', '차원']",연합뉴스TV
229,경제,이상민도 '아빠 찬스' 논란…'사외이사 회사' 관계사에 아들 입사 / JTBC 뉴스룸,"['회사', '후보자', '채용', '있습니다', '아들', '관계', '대표', '특수']",JTBC News
230,경제,정황근 농림축산식품부 장관 후보자 인사청문회 - 후반부 / SBS,"['위원', '여러분', '들의', '수고', '위원회', '준비', '오늘', '하겠습니다', '하는', '질의', '인사청문회']",SBS 뉴스
231,경제,정황근 농림축산식품부 장관 후보자 인사청문회 - 전반부 / SBS,"['지금', '가격', '하겠습니다', '생산', '동원', '해서', '있는']",SBS 뉴스
232,경제,"홍준표 ""군·검·경, 수행비서 통신조회 6차례…文정부, 정치사찰""","['했습니다', '비서', '위치', '대표', '자신', '수행', '통신']",뉴스TVCHOSUN
233,경제,"인천 부동산전망, 이 ""3곳""을 주목하세요 / 2040 인천 도시기본계획 분석","['계획', '지역', '도시', '분석', '항공', '입니다', '되는', '있는', '하여', '있습니다', '예정', '되어', '센터', '중심', '국제', '송도']",로켓남TV_부동산 도시계획분석
234,경제,10년 뒤 인천 최고의 대장 아파트는 여기가 됩니다ㅣ검단신도시 송도국제도시 부평역 재개발 서열 순위는?,"['송도', '아파트', '입니다', '현재', '자연', '경관']","경제적자유, 흰둥이"
235,경제,"[AM-PM] 감사원, 금융공공기관 출자회사 관리실태 브리핑 外","['대한', '입니다', '산업', '은행', '관리', '감사원', '대우조선']",연합뉴스TV
236,경제,"[속보] ""일본에서 결국 일터졌다.. 국가부채 감당불가"" 일본언론 ""일본 국가부도 선언"" 충격보도 아베 전 총리 결국 전수조사 코앞에 둔 상황 ""한국에서는 절대 볼 수 없는 현상""","['일본', '은행', '정부', '경제', '있다', '국채']",데스크코리아 DESK KOREA
237,경제,일본 국가 부채 사상 최대!! 일본언론 대대적 보도!!,"['일본', '부채', '하는', '있습니다', '생각', '때문', '미국']",신작가
238,경제,[뉴있저] 나랏빚 대체 얼마?...'국가채무'와 '국가부채' 구분해야 / YTN,"['국가', '부채', '인당', '부담', '국민', '여기', '정부']",YTN
239,경제,"[시청자브리핑 시시콜콜] 빚이 갑자기 두 배? ""국가부채와 국가채무는 달라요"" / YTN","['국가부채', '국가채무', '입니다', '보도', '이야기', '국가']",YTN
240,경제,국가부채 1000조 시대 나랏빚 부풀리기 [정준희의 해시태그 73회 후공개],"['금리', '이제', '생각', '지금', '저희', '말씀']",TBS 시민의방송
241,경제,[자막뉴스] 입국규제 해제로 동남아 여행갔다...'덜컥' 감염 / YTN,"['입니다', '댕기열', '모기', '있습니다', '여행객', '물리', '코로나', '입국', '해외']",YTN
242,경제,"日, 늘어나는 코로나 사망...中 감염 폭발에 '입국 규제' 고심 / YTN","['일본', '감염', '코로나', '입니다', '있는', '있습니다', '유행']",YTN
243,경제,"코로나가 달라졌다. 감염 늘어도 사망은 안 는다, 각국 사적 모임 금지 풀었다.식당영업 규제 없다.","['백신', '하지', '마라', '지금', '사망자', '대책', '어디', '대한', '변화', '모임']",성창경TV
244,경제,"[자막뉴스] ""못하겠어요"" 냉담한 청년들...尹정부 공약 '빨간불' / YTN","['청년', '뉴스', '입니다', '출시', '해지', '계좌']",YTN
245,경제,"""단돈 10만원 정도만 있어도 1억 모은다? 적은 돈으로 쉽고 빠르게 부자되는 법 공개합니다"" 월급 250만원이어도 '이 방법'이면 1억 금방 모을 수 있어요 #김경필 #돈쭐남","['시작', '여러분', '도전', '있는', '당장', '지금', '만들기', '하는', '기술']",부티플 - 부의 배수를 높여라
246,경제,"BTS 투어 매출 2천억 원...""경제효과는 무려 5조 원 넘어"" / YTN","['효과', '방탄소년단', '입니다', '한국어', '정도', '콘서트']",YTN
247,경제,"고전학파 vs 케인즈학파 비교, 균형재정승수, 유발투자 승수, 개방경제 승수, 순수출승수, 산업연관분석","['효과', '생산', '소비', '성향', '얘기', '하는', '현실']",경제학짱박사
248,경제,"이전비 496억 추산 ""예비비로 충당""...비용 논란은 여전 / YTN","['비용', '이전', '국방부', '예산', '소요', '이상', '청사', '했습니다', '기재부', '대통령', '모델링']",YTN
249,경제,"이전비 496억 추산 ""예비비로 충당""...비용 논란은 여전 / YTN","['비용', '이전', '국방부', '예산', '소요', '이상', '청사', '했습니다', '기재부', '대통령', '모델링']",YTN
250,경제,대통령실 이전 비용 두고 충돌…IRA법 정부 대응 두고 질타 [MBN 뉴스7],"['뉴스', '입니다', '했습니다', '국정감사', '야당', '정도', '이전']",MBN News
251,경제,'중국 때문에...' 위협 받는 한국 경제 심각한 상황 [Y녹취록] / YTN,"['전망', '이유', '중국', '있습니다', '같은', '경우', '선진국', '경제성장률', '망치', '세계']",YTN
252,경제,"세계 시장에서 밀려나는 대한민국🚨무역의존도 높은 한국의 방향성은?｜'세계화냐, 반세계화냐 그림으로 풀다' - 송병건 교수｜차이나는 클라스｜JTBC 200108 방송","['있는', '생각', '합니다', '해결', '가장', '세계']",차이나는 클라스
253,경제,공공데이터란 무엇이고 어떻게 활용할까? [교육부 국민 서포터즈],"['데이터', '아이디어', '교육', '제공', '입니다', '통해', '분야', '하여', '접수', '활용']",교육TV
254,경제,`20 공공데이터 직접사업 수행 청년인턴 오리엔테이션,"['이제', '감사합니다', '수행', '여러분', '어떤', '업무', '직접', '사업', '하시고', '있는', '어려움']",NIA한국지능정보사회진흥원
255,경제,공공빅데이터! 행정을 스마트하게!,"['지역', '데이터', '활용', '하여', '시설', '소방', '용수', '민원', '국민', '피해', '확산', '설치', '우선', '분석']",행정안전부
256,경제,"브릭스 새로운 ""기축 통화"" 개발 발표 / 달러 패권 위협하는 5가지 움직임! / 중국이 금을 사 모은 이유가 드러났다! | 홍익희 교수","['무역적자', '해서', '우리', '미국', '나라', '작년']",815머니톡
257,경제,"더불어민주당 이재명 후보, 경기지역 공약 발표 및 기자간담회 - [끝까지 LIVE] MBC 중계방송 2021년 10월 03일","['국민', '개발', '감사', '드립니다', '경기도', '이런']",MBCNEWS
258,경제,"[생중계] 이재명 후보, '매타버스 시즌2' 부동산 공약 발표 (2022.01.23 오전)","['정책', '수도권', '해서', '문제', '해결', '지방', '투자', '집중']",오마이TV
259,경제,[박성태의 다시보기] '친구' 한국노총의 손절 선언 / JTBC 뉴스룸,"['했습니다', '친구', '대통령', '대화', '선언', '노동', '대선', '후보']",JTBC News
260,경제,"한국노총 ""이재명 지지"" [김주하 AI 뉴스]","['후보', '한국', '노총', '지지', '위기', '대선', '했습니다']",MBN News
261,경제,"윤석열 대통령 예비후보 한국노총방문-""노동의 가치가 제대로 평가되어야 합니다""","['하겠습니다', '우리', '국가', '여러분', '하고', '하기', '발전']",윤석열
262,경제,[속 보이는 미래 내 집] 주목! 2023년도 기존 반지하주택 매입 공고,"['주택', '반지하', '매입', '서울', '신청', '시공사', '합니다']",SH tv_서울주택도시공사
263,경제,"[주식] 차세대 원전 독점할 전 세계 1위 '이 주식' 20배 이상 뛴다! 사우디 네옴시티 대장주 됩니다[원전주식전망, 12월주식전망, 두산중공업, 원전관련주, 대한전선,한신기계]","['여러분', '지금', '감사', '급등', '우리', '같은', '경우', '일요일']",강승주의 급등타이밍
264,경제,두산중공업 2만원 터치!! 조정은 언제? 원전 해체 시장까지? 국내 고리1호기 해체 준비! 5/31,"['조금', '지금', '때문', '원전', '해체', '협력']",랩PD
265,경제,"이재명 ""배당 중단, 부당이득 환수하라""…성남시에 공문 [MBN 뉴스와이드 주말]","['개발', '공사', '도시', '민간', '사업자', '성남', '공문', '성남시', '서약', '지난', '환수', '사업', '화천', '수사']",MBN News
266,경제,속지마세요 CPI 시장치 하회! 호재속에 감춰진 악재가 있습니다.,"['지금', '부분', '석탄', '그런', '일단', '올라가는']",급등티비
267,경제,"핵 실험 후폭풍 코스피 40p 급락 / ""북한 수소탄 성공""... 역대 최대 폭발력 / 청와대 ""아직 개발 단계... 선 넘지 않아""","['우리', '북한', '이제', '선택', '되는', '문제', '해야', '대화']",Anews
268,경제,유지비 싸서 갈아탔는데…전기요금 인상에 전기차 운전자 ‘울상’ [9시 뉴스] / KBS 2023.05.21.,"['충전', '인상', '전기차', '뉴스', '있습니다', '입니다', '요금']",KBS News
269,경제,"'적자 늪' 빠진 한전의 호소…""월급 깎을 테니 전기료 올려달라"" / JTBC 뉴스룸","['입니다', '반납', '성과급', '인건비', '한전', '적자', '인상']",JTBC News
270,경제,"한전은 30조 적자인데, 재벌 발전기업들은 초호황 (2022.11.07/뉴스데스크/MBC)","['기업', '있습니다', '있는', '발전', '입니다', '전기', '이익', '도매', '가격', '재벌']",MBCNEWS
271,경제,전기산업기사 → 전기기사 업그레이드 필요한가? | 필요있다 VS 필요없다,"['자격증', '서로', '다른', '하는', '취업', '계획', '업그레이드', '기사']",전병칠
272,경제,"광주 붕괴 참사, 처벌 어렵다?...중대재해법 강화 방안은 [김어준의 뉴스공장 FULL/6월 16일(수)]","['플랫폼', '이동', '수단', '이제', '모든', '카카오', '요금']",TBS 시민의방송
273,경제,[안전을 만나는 시간] Part2 - 중대재해처벌법,"['처벌', '사업', '되는', '하는', '시행', '근로자', '미만', '하지', '규정']",안전보건공단안젤이
274,경제,"LG화학 배터리 사업부 분사하면 주가 빠질까? | 현명한 투자자의 분할 투자법 (feat 솔브레인, 두산퓨얼셀, 이지바이오, 대덕전자, 효성)","['주가', '화학', '분할', '한다면', '때문', '수가', '가지', '분화', '부분']",달란트투자
275,경제,한국주식에투자해선안되는이유 LG화학 물적분할,"['이런', '내년', '에너지', '상장', '화학', '산업']",피셔인베스트
276,경제,현대백화점 주주들이 🔥인적분할🔥을 거부한 이유 [압권 30화],"['주주', '대한', '라이브', '앵커', '전환', '이런', '얘기', '때문']",삼프로TV_경제의신과함께
277,경제,도심 속에서도 풍력발전을 할 수 있다? / YTN 사이언스,"['바람', '풍력', '날개', '초속', '발전기', '발전', '있기', '때문', '모양']",YTN 사이언스
278,경제,"'3,500조' 해상풍력시장 열렸다…""2년치 주문 꽉 차""/한국경제TV뉴스","['이제', '업체', '지금', '풍력', '기술', '메가와트', '터빈']",한국경제TV뉴스
279,경제,가정용 풍력발전기 만들기 배터리 충전 외등 켜기,"['풍력', '발전기', '바람', '배터리', '설치', '전기', '와트', '해서', '볼트']",리베
280,경제,2분이면 이해하는 풍력 발전사업,"['발전', '풍력', '있습니다', '설치', '에너지', '사업', '바람', '한국', '서부', '사용', '변환', '풍차']","한국서부발전 KOREA WESTERN POWER CO., Ltd."
281,경제,에너지 만드는 인공섬? 수소에너지 클러스터? 덴마크 스웨덴의 신재생에너지,"['수소', '기술', '파워', '스웨덴', '전문', '코팅', '연료', '개발']",한국에너지기술연구원
282,경제,영국이 망해가고 있다,"['영국', '지지율', '보수당', '있다는', '입니다', '브렉', '시트', '해결']",센서스튜디오
283,경제,3배나 폭등?! 현지인에게 듣는 영국 가스비의 현실!! 😫/ 머니투데이방송,"['합니다', '에너지', '영국', '물가', '있지만', '최근', '부담', '파운드', '난방']",MTN 머니투데이방송
284,경제,"여왕 이후의 영국 경제…물가냐, 에너지요금이냐? [친절한 경제] / KBS 2022.09.20.","['영국', '상황', '에너지', '입니다', '가격', '이후', '물가', '유럽']",KBS News
285,경제,"""한국에 830조 규모 신규시장 개방하겠다"" 중국 발전소 도입했다가 큰코다친 인도네시아, 한국기업 위해 국가적 중대결단한 상황!!","['한국', '하는', '분담', '납부', '개발', '인니', '저희', '입니다', '우리', '기술']",스카이경제
286,경제,다시 시작된 중국발 지옥. 신규 석탄발전소 설립허가 3배 폭증.,"['중국', '석탄', '발전소', '발전', '정부', '전력']",픽커TV
287,경제,"17조 원, 초대형 석탄발전소 사업(1) - 스트레이트 113회 | 골라보는 스트레이트","['석탄', '발전', '화력발전소', '사업', '기업', '온실가스', '발전소']",탐사기획 스트레이트
288,경제,"[세계를 보다]中, 석탄발전소 168기 늘린다 | 뉴스A","['중국', '입니다', '발전소', '미세먼지', '영향', '배출', '석탄']",채널A 뉴스
289,경제,광주 건물 붕괴 순간...시내버스 덮치며 아수라장 / YTN,"['확인', '지금', '입니다', '버스', '순간', '건물', '있습니다', '화면']",YTN
290,경제,"""이대론 위험하다"".. 첫 삽도 못 뜬 아이파크 철거 (뉴스데스크 2023.3.7 광주MBC)","['아파트', '입니다', '계획', '해체', '뉴스', '철거', '사고', '하는', '작업']",광주MBC뉴스
291,경제,"'광주 붕괴사고' 꼭대기 층 영상 확보...""이상한 낌새 느꼈다"" / YTN","['영상', '입니다', '콘크리트', '붕괴', '사고', '작업', '화면', '구조']",YTN
292,경제,안타깝지만 한국 경제 좋은 게 하나도 없습니다. 앞으로 집값 이렇게 됩니다 (김영익 경제전문가 서강대학교 교수),"['부동산', '하락', '지금', '사이클', '조금', '주식', '한번']",월급쟁이부자들TV
293,경제,[가격인하]정원에 전용 엘리베이터가 있는 타워팰리스 전원주택. 집안마저 황홀케 하는 꿈의 저택 I 환상의 전망으로 모든 것을 내려다보다,"['우리', '공간', '주택', '크기', '편이', '테이블']",땅집TV
294,경제,"[2023 하반기 경제 전망] ""이럴거면 국민연금 왜 내?"" 위기의 국민연금, 개혁 골든타임은?","['포인트', '보험료', '동안', '우리', '국민', '연금', '이번']",SBS Biz 뉴스
295,경제,예고된 기금 고갈…국민연금 개혁 이번엔 이뤄지나? [탐사보도 뉴스프리즘] / 연합뉴스TV (YonhapnewsTV),"['연금', '개혁', '일까', '국민연금', '분석', '받을']",연합뉴스TV
296,경제,"연금 가입자 수 감소, 기금 고갈 우려...국민연금, 믿어도 될까 [풀영상]ㅣ시사기획 창 273회 (2020.03.07)","['사회', '토론', '있는', '방식', '그런', '참여', '어떻게']",KBS시사
297,경제,주휴수당 완벽정리 !! 꼭 기억할 2가지 !!,"['계산', '수당', '시급', '같습니다', '가지', '주유', '대해', '주요', '근무', '공식', '하면', '하는', '조건']",최대표TV
298,경제,2023년도 방문 요양보호사 확정된 시급 알려드려요!!! (임금 세부 구성까지...),"['센터', '근무', '요양보호사', '방문', '보호자', '계약', '입니다', '있는']",시니어세상
299,경제,"직원월급주기 Part1 - 급여계산방법 - 최저임금, 주휴수당, 월급계산방법","['카페', '저희', '여기', '관련', '생각', '경우']",자영업의 모든것
300,경제,"[개미캠퍼스] 주식투자 꿀팁!! 부채비율, 유보율을 확인하세요!! (송인재 전문가)","['여러분', '투자', '하시는', '하나', '드리면서', '파악', '한번', '관점']",투자의신
301,경제,[주식투자]셀트리온(양후보 주식에 상당한관심!주식대통령선언!불법공매도 주가조작수준형사처벌등!-금융선진국간다!),"['공매도', '부분', '누가', '지금', '정도', '이제', '상당히', '공약']",기훈TV
302,경제,이재명...윤석열 후보님은 주식투자자들의 이 질문에 답하셔야 합니다..특히 자본시장을 파괴하고 피해자를 양산하는 주가조작 중대범죄에 대한 엄벌의지를 밝혀주셔야 합니다...,"['주식', '자본시장', '합니다', '주가조작', '대한', '투자자']",조국대권방송 JKBS
303,경제,치솟은 외식 물가에 손님 '뚝'‥음식점 줄폐업 (2023.06.09/뉴스데스크/MBC충북),"['물가', '이제', '상황', '입니다', '소비자', '충북', '손님', '승률']",MBCNEWS
304,경제,[에디터픽] 한국 자영업자들이 무너진다..흔들리는 '마지막 보루' / YTN,"['부분', '영업', '어떤', '하는', '경쟁', '지금']",YTN
305,경제,서울시장 민주당 박영선 후보 편의점 무인 알바 어떻게 청년들 월세 20만원 준다 20대 청년 창업 5천만원 무이자 돈으로 서울시장 ?,"['지금', '됩니다', '국민', '없고', '어떻게', '됐습니까']",바보야 경제다
306,경제,저출산예산 자그마치 46조 신생아1인 1억5000만원 어디로?,"['다음', '좋은', '오늘', '독자', '한번', '드리고', '이야기']",황승주 좋은소리
307,경제,"[오늘장을 위한 경제뉴스] 삼성, 중국 영업 비중 최저치ㅣ두산에너, 6년 만에 공장 활기ㅣ삼성전기, 전기차용 MLCC 개발ㅣ폐배터리 몸값 급등ㅣ무더위에 냉방업계 화색ㅣ한국경제TV","['일본', '우리', '토픽스', '가지', '있습니다', '보시', '증시']",한국경제TV
308,경제,국내생산 비중 '세계 1위' 현대차…생산성·영업이익률은 '최하위권',"['생산', '공장', '현대차', '이익', '국내', '해외', '비중']",MCB TVCar
309,경제,[대전MBC뉴스]콘크리트 부실 아파트 철거,"['아파트', '철거', '입니다', '입주', '공사', '문제', '결정', '강도']",대전MBC 뉴스/Daejeon MBC News
310,경제,왕릉 경관 훼손! 철거 위기에 놓인 아파트 KBS 210930 방송,"['상황', '입주', '문제', '지금', '문화', '정말', '문화재']",KBS 교양
311,경제,청년확장실업률25.6% 2030세대 속은 타들어가!_ 국민의힘 하남시 당협위원장 이창근,"['우리', '문제', '청년', '같습니다', '하고', '일자리']",이창근TV
312,경제,"정의 “윤석열, TV토론서 ‘최저임금 폐지’ 오리발…거짓말하는 후보”","['윤석열', '국민', '후보', '거짓말', '토론', '입니다']",팩트TV NEWS
313,경제,[한국노총 김주영위원장 긴급호소문] 최저임금개악안 사태 해결 촉구,"['대통령', '거부권', '최저임금', '문재인', '사회', '행사', '항로', '이번', '제도', '대해', '하고', '위원회']",한국노총
314,경제,"'탈원전' 손실 비용, 전기요금 3.7%로 모은 전력기금으로 보전 / YTN","['비용', '전력', '대한', '원전', '산업', '기금']",YTN
315,경제,한국전력(015760) - 탈원전 손실 을 전기요금으로 보존한다구..?,"['추가', '한번', '정도', '친구', '저희', '때문', '가지']",허브경제TV
316,경제,"'탈원전' 손실 비용, 전기요금 3.7%로 모은 전력기금으로 보전 / YTN","['비용', '전력', '대한', '원전', '산업', '기금']",YTN
317,경제,"[최경영의 최강시사] 기재부, 올해 초과세수 의도적 축소? - 김기식 소장(더미래연구소, 전 금감원장)｜KBS 211118 방송","['지금', '가상', '이제', '화폐', '과세', '주식', '해야']",KBS 1라디오
318,경제,"[뉴스속보] 내년 1월 '대선 앞두고 재난지원금?'...""올해 초과 세수 내년 미뤄 지급한다! 국가회계 조작? 정말 미쳤다?"" [정완진TV]","['여러분', '하나', '침향', '감사합니다', '하겠습니다', '오늘']",정완진TV
319,경제,"""초과 세수 50조 충격"" vs ""정부 협박 블랙 코미디"" / YTN","['후보', '민주당', '입니다', '세수', '했습니다', '기재부', '국민']",YTN
320,경제,"매월 35만원 '이 주식' 사세요, 나중에 19억이 됩니다 (수페TV)","['이제', '시간', '변화', '투자', '하는', '노동', '이런']",김작가 TV
321,경제,예적금 대신 꾸준히 사모을 만한 배당주 TOP 5,"['해서', '계속', '오늘', '때문', '수가', '기업', '그런', '배당']",달란트투자
322,경제,[상품지식] 국내ETF를 할까? 미국ETF를 할까?,"['입니다', '미국', '자산운용', '투자', '하는', '합니다', '브랜드', '선물']",박곰희TV
323,경제,"중국 공산당의 일당 독재, 만만한 시스템이 아니다! [조영남의 중국통 1화]","['교수', '공산당', '헌법', '체제', '이제', '중국', '우리', '통제']",삼프로TV_경제의신과함께
324,경제,공산주의? 사회주의가 도대체 뭘까? - 생방송,"['혁명', '몰래', '러시아', '계산기', '각도기', '기어', '국민', '이제']",간다효 다시보기
325,경제,대기업 vs 중견기업 vs 중소기업 2023 현실 연봉 차이,"['대기업', '연봉', '경우', '도움', '같아요', '중소기업', '이상', '부장', '생각']",사는데 도움되는 정보
326,경제,"한국형 항모, 중형항모로 사업확대 결정! ㅣ 中 항모, 한국 경항모로 못 막아 예산 삭감하고 KF-21N 개발로 8만톤 중형항모 건조추진","['우리', '항모', '없는', '입니다', '해군', '이런']",꺼리튜브
327,경제,경항모 예산 기사회생...내년에 '한국형 항공모함' 기본 설계 착수 / YTN,"['입니다', '계획', '해군', '설계', '사업', '기본', '한국', '방식', '했습니다']",YTN
328,경제,'한국형 항모' 가격표 나와…국방 예산 50조원 돌파 / 연합뉴스TV (YonhapnewsTV),"['입니다', '남북', '예산', '됐습니다', '투자', '계획', '개발']",연합뉴스TV
329,경제,제동걸린 경항공모함 사업...내년 예산 달랑 1억원 / YTN,"['예산', '국방부', '사업', '입니다', '항공모함', '국방']",YTN
330,경제,코츠테크놀로지 2일차 청약 예상 ㅣ 스팩 균등배정 예상도~~!,"['청약', '스펙', '종목', '균등', '배정', '내일', '최소', '수량', '예상', '오늘', '정도', '마감']",경제적자유민족
331,경제,"""초과 세수 50조 충격"" vs ""정부 협박 블랙 코미디"" / YTN","['후보', '민주당', '입니다', '세수', '했습니다', '기재부', '국민']",YTN
332,경제,"무시당하던 ""한국""이 ""미국, 중국, 일본"" 쌈싸먹었던 전설의 사건","['이명박', '주택', '부동산', '정말', '예언', '정책']",1급 비밀
333,경제,"""한국, 유일한 국가""...9월이 위험하다 [Y녹취록] / YTN","['이제', '지금', '이런', '대출', '때문', '가계부채', '상공', '부채', '공인']",YTN
334,경제,[한눈에 이슈] 내년에 대체 뭐가 오길래...대한민국 경제 '초비상' / KBS 2022.12.22.,"['속도', '이런', '되죠', '우리', '인상', '조절', '미국']",KBS News
335,경제,🔥대한민국 경제파국 확률 99% 경제병리학의 소름끼치는 예언... - IMF 예언한 경제학자 최용식 소장 '20분 경제과외',"['오늘', '경제', '발란스', '포인트', '듣기', '이야기', '우리', '금융위기', '장님', '들으면서', '듣고', '대한']",MKTV 김미경TV
336,경제,2050년 세계 경제를 주도할 것으로 예상되는 국가 Top 10,"['중국', '성장', '예상', '국가', '경제', '됩니다', '인구', '달러', '인도']",지식스쿨
337,경제,"통신사에서는 알려주지 않는 셋톱박스 변경 꿀팁 - 넷플릭스 유튜브 tv로 봐요 (SK, KT, LG)","['변경', '업체', '정보', '오늘', '현금', '때문', '입니다', '굉장히']",장박사의 구매중독
338,경제,"""1년동안 사용해보고 리뷰한다"" [ 넷플릭스 vs 왓챠플레이 리뷰 ] [ VOD 서비스 ]","['서비스', '한번', '한국', '그런', '넷플릭스', '정리']",리뷰BRO
339,경제,"NordVPN 블랙프라이데이 직구할 때 무조건 사용하세요. 넷플릭스, 트위치에도 VPN은 이제 필수!","['서비스', '이번', '블랙프라이데이', '무료', '할인', '노드', '사용', '개월']",인싸IT
340,경제,LG U+tv 기능 총정리! 셋톱박스 설치부터 넷플릭스/유튜브 이용 방법까지 (feat. U+tv 업데이트 소식),"['채널', '버튼', '하시면', '됩니다', '가입', '유료', '이용']",인터넷프렌즈
341,경제,"""온실가스 26% 감축도 어렵다"" 했지만…文정부 ""40% 감축"" 발표","['목표', '정부', '감축', '입니다', '문재인', '비용', '온실가스']",뉴스TVCHOSUN
342,경제,2030 온실가스 감축 로드맵을 위한 생활 속 '에코 습관',"['이제', '진행', '다음', '확인', '구매', '모두', '되겠습니다']",나랏일ON
343,경제,2030 국가온실가스감축목표(NDC) 온라인 토론회,"['목표', '우리', '감사', '감사합니다', '주신', '여러분', '이런', '해서', '달성', '계획', '하게']",2050탄소중립녹색성장위원회
344,경제,지구촌 40명 정상 기후 회의...온실가스 감축 공감대 / YTN,"['목표', '미국', '감축', '다른', '협력', '러시아', '수준', '중국', '대비']",YTN
345,경제,국민 70% 반대하는 '연금개혁'...마크롱이 이토록 강경한 이유?,"['연금', '프랑스', '개혁', '사람', '가장', '국민연금', '소득']",뉴스1TV
346,경제,반짝’ 회복한 2월 고용…취업자수 증가 속 착시현상?,"['우리', '고용', '일자리', '이런', '있는', '보면', '정부']",SBS Biz 뉴스
347,경제,"[부동산 성공 투자] 임대 주택 의무 비율 기존안 유지! 재개발은 활성화, 재건축은 Stop!ㅣ부동산 투자 및 상담 문의 : 02-514-1289 드림부동산투자연구소","['재개발', '투자', '가능성', '여러분', '이제', '재건축', '대한', '우리', '사업', '방식']",정창래의 부동산 성공투자
348,경제,공매도 재개 논란 가열..고심 깊어지는 금융당국 / YTN,"['공매도', '매도', '투자자', '입니다', '제도', '개인', '기관', '외국인', '주가']",YTN
349,경제,셀트리온 / 셀트리온헬스케어 - 공매도 상황,"['공매도', '생각', '정부', '입장', '개인', '폐지', '대해', '지금', '셀트리온', '스케']",KR증권리서치
350,경제,"추석·FOMC 앞두고 살까? 팔까? 네이버·카카오 플랫폼 규제 쇼크, 낙폭과도? 미국 고용 충격에도 연내 테이퍼링 가능할까? 지수가 닫힐 때, 개미 전략은? [주간전망대]","['우리', '시청자', '부장', '시간', '다음', '고맙습니다', '여러분', '오늘']",연합뉴스경제TV
351,경제,"폭락한 카카오, 네이버 저는 이렇게 할겁니다! (ft. 미국IT기업 규제 분석)","['카카오', '공매', '금액', '네이버', '주가', '이제', '한국', '지금', '기업', '생각', '공매도']",수페TV
352,경제,미국 반독점 규제로 어려워지는 아마존 구글! 네이버 카카오의 미래? | 정희석 이사,"['이제', '우리', '한국', '수출', '보면', '미국']",815머니톡
353,경제,순자산 이정도면 평균입니다 | 평균 순자산 한국 자산 재산,"['평균', '가구', '자산', '정보', '전체', '이런', '해서', '있는', '대한민국']",사는데 도움되는 정보
354,경제,"대한민국 순자산 평균은 얼마일까요? 한국 중산층, 흙수저 자산 순위 공개","['자산', '사람', '소득', '해서', '속도', '집중', '생각', '일반', '수준']",본질 투자
355,경제,외국인이 매도인일때 부동산 거래,"['외국인', '경우', '증명', '해서', '거래', '인감증명', '국내']",공인중개사 허준혁
